Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Height,Weight,BMI
64,Kadabra,Psychic,Psychic,"['Inner Focus', 'Magic Guard', 'Synchronize']",40,35,30,120,70,105,35.079275299748645,1,Medium Slow,1059860,False,100,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.3,56.5,33.4
65,Alakazam,Psychic,Psychic,"['Inner Focus', 'Magic Guard', 'Synchronize']",55,50,45,135,95,120,35.433819375782164,1,Medium Slow,1059860,True,50,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,48.0,21.3
65,Mega Alakazam,Psychic,Psychic,['Trace'],55,50,65,175,95,150,48.102898965539374,6,Medium Slow,1059860,True,50,False,True,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.2,48.0,33.3
66,Machop,Fighting,Fighting,"['Guts', 'No Guard', 'Steadfast']",70,80,50,35,35,35,18.12380264244296,1,Medium Slow,1059860,False,180,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.8,19.5,30.5
67,Machoke,Fighting,Fighting,"['Guts', 'No Guard', 'Steadfast']",80,100,70,50,60,45,18.65252440466616,1,Medium Slow,1059860,False,90,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.5,70.5,31.3
68,Machamp,Fighting,Fighting,"['Guts', 'No Guard', 'Steadfast']",90,130,80,65,85,55,23.702437755546484,1,Medium Slow,1059860,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.6,130.0,50.8
69,Bellsprout,Grass,Poison,"['Chlorophyll', 'Gluttony']",50,75,35,70,30,40,17.078251276599328,1,Medium Slow,1059860,False,255,False,False,False,False,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7,4.0,8.2
70,Weepinbell,Grass,Poison,"['Chlorophyll', 'Gluttony']",65,90,50,85,45,55,17.078251276599328,1,Medium Slow,1059860,False,120,False,False,False,False,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,6.4,6.4
71,Victreebel,Grass,Poison,"['Chlorophyll', 'Gluttony']",80,105,65,100,70,70,15.456030825826172,1,Medium Slow,1059860,True,45,False,False,False,False,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.7,15.5,5.4
72,Tentacool,Water,Poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",40,40,35,50,100,70,22.80655363900668,1,Slow,1250000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.9,45.5,56.2
73,Tentacruel,Water,Poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",80,70,65,80,120,100,18.800856954464127,1,Slow,1250000,True,60,False,False,False,False,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.6,55.0,21.5
74,Geodude,Rock,Ground,"['Rock Head', 'Sand Veil', 'Sturdy']",40,80,100,30,30,20,29.43920288775949,1,Medium Slow,1059860,False,255,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.4,20.0,125.0
74,Alolan Geodude,Rock,Electric,"['Galvanize', 'Magnet Pull', 'Sturdy']",40,80,100,30,30,20,29.43920288775949,7,Medium Slow,1059860,False,255,False,False,True,False,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,20.3,126.9
75,Graveler,Rock,Ground,"['Rock Head', 'Sand Veil', 'Sturdy']",55,95,115,45,45,35,29.43920288775949,1,Medium Slow,1059860,False,120,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,105.0,105.0
75,Alolan Graveler,Rock,Electric,"['Galvanize', 'Magnet Pull', 'Sturdy']",55,95,115,45,45,35,29.43920288775949,7,Medium Slow,1059860,False,120,False,False,True,False,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0,110.0
76,Golem,Rock,Ground,"['Rock Head', 'Sand Veil', 'Sturdy']",80,120,130,55,65,45,31.98306843732581,1,Medium Slow,1059860,True,45,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.4,300.0,153.1
76,Alolan Golem,Rock,Electric,"['Galvanize', 'Magnet Pull', 'Sturdy']",80,120,130,55,65,45,31.98306843732581,7,Medium Slow,1059860,True,45,False,False,True,False,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,316.0,109.3
77,Ponyta,Fire,Fire,"['Flame Body', 'Flash Fire', 'Run Away']",50,85,55,65,65,90,14.624940645653536,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.0,30.0,30.0
77,Galarian Ponyta,Psychic,Psychic,"['Anticipation', 'Pastel Veil', 'Run Away']",50,85,55,65,65,90,14.624940645653536,8,Medium Fast,1000000,False,190,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.8,24.0,37.5
78,Rapidash,Fire,Fire,"['Flame Body', 'Flash Fire', 'Run Away']",65,100,70,80,80,105,14.624940645653536,1,Medium Fast,1000000,True,60,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.7,95.0,32.9
78,Galarian Rapidash,Psychic,Fairy,"['Anticipation', 'Pastel Veil', 'Run Away']",65,100,70,80,80,105,14.624940645653536,8,Medium Fast,1000000,True,60,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.7,80.0,27.7
79,Slowpoke,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",90,65,65,40,40,15,23.935677693908453,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.2,36.0,25.0
79,Galarian Slowpoke,Psychic,Psychic,"['Gluttony', 'Own Tempo', 'Regenerator']",90,65,65,40,40,15,23.935677693908453,8,Medium Fast,1000000,False,190,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.2,36.0,25.0
80,Slowbro,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",95,75,110,100,80,30,25.92724864350674,1,Medium Fast,1000000,True,75,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.6,78.5,30.7
80,Mega Slowbro,Water,Psychic,['Shell Armor'],95,75,180,130,80,30,46.96334267868457,6,Medium Fast,1000000,True,75,False,True,False,False,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,2.0,120.0,30.0
80,Galarian Slowbro,Poison,Psychic,"['Own Tempo', 'Quick Draw', 'Regenerator']",95,100,95,100,70,30,25.27625148017184,8,Medium Fast,1000000,True,75,False,False,False,True,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.6,70.5,27.5
81,Magnemite,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",25,35,70,95,55,45,23.169064624096407,1,Medium Fast,1000000,False,190,False,False,False,False,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,6.0,66.7
82,Magneton,Electric,Steel,"['Analytic', 'Magnet Pull', 'Sturdy']",50,60,95,120,70,70,23.40761984198023,1,Medium Fast,1000000,False,60,False,False,False,False,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,1.0,60.0,60.0
83,Farfetch'd,Normal,Flying,"['Defiant', 'Inner Focus', 'Keen Eye']",52,90,55,58,62,60,12.575328579758418,1,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.8,15.0,23.4
83,Galarian Farfetch'd,Fighting,Fighting,"['Scrappy', 'Steadfast']",52,95,55,58,62,55,14.712995011968918,8,Medium Fast,1000000,False,45,False,False,False,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.8,42.0,65.6
84,Doduo,Normal,Flying,"['Early Bird', 'Run Away', 'Tangled Feet']",35,85,45,35,35,75,20.548046676563256,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.4,39.2,20.0
85,Dodrio,Normal,Flying,"['Early Bird', 'Run Away', 'Tangled Feet']",60,110,70,60,60,110,22.66911751455907,1,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.8,85.2,26.3
86,Seel,Water,Water,"['Hydration', 'Ice Body', 'Thick Fat']",65,45,55,45,70,45,10.172129679778086,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.1,90.0,74.4
87,Dewgong,Water,Ice,"['Hydration', 'Ice Body', 'Thick Fat']",90,70,80,70,95,70,10.172129679778084,1,Medium Fast,1000000,True,75,False,False,False,False,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.7,120.0,41.5
88,Grimer,Poison,Poison,"['Poison Touch', 'Stench', 'Sticky Hold']",80,80,50,40,50,25,20.08661798865658,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.9,30.0,37.0
88,Alolan Grimer,Poison,Dark,"['Gluttony', 'Poison Touch', 'Power of Alchemy']",80,80,50,40,50,25,20.08661798865658,7,Medium Fast,1000000,False,190,False,False,True,False,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.7,42.0,85.7
89,Muk,Poison,Poison,"['Poison Touch', 'Stench', 'Sticky Hold']",105,105,75,65,100,50,21.34374745810949,1,Medium Fast,1000000,True,75,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.2,30.0,20.8
89,Alolan Muk,Poison,Dark,"['Gluttony', 'Poison Touch', 'Power of Alchemy']",105,105,75,65,100,50,21.34374745810949,7,Medium Fast,1000000,True,75,False,False,True,False,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,52.0,52.0
90,Shellder,Water,Water,"['Overcoat', 'Shell Armor', 'Skill Link']",30,65,100,45,25,40,25.39958442354695,1,Slow,1250000,False,190,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3,4.0,44.4
91,Cloyster,Water,Ice,"['Overcoat', 'Shell Armor', 'Skill Link']",50,95,180,85,45,70,44.97684589504545,1,Slow,1250000,True,60,False,False,False,False,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.5,132.5,58.9
92,Gastly,Ghost,Poison,['Levitate'],30,35,30,100,35,80,27.78888666755511,1,Medium Slow,1059860,False,190,False,False,False,False,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.3,0.1,0.1
93,Haunter,Ghost,Poison,['Levitate'],45,50,45,115,55,95,27.34806513570324,1,Medium Slow,1059860,False,90,False,False,False,False,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.6,0.1,0.0
94,Gengar,Ghost,Poison,['Cursed Body'],60,65,60,130,75,110,27.028791233711427,1,Medium Slow,1059860,True,45,False,False,False,False,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.5,40.5,18.0
94,Mega Gengar,Ghost,Poison,['Shadow Tag'],60,65,80,170,95,130,38.83726732577014,6,Medium Slow,1059860,True,45,False,True,False,False,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,1.4,40.5,20.7
95,Onix,Rock,Ground,"['Rock Head', 'Sturdy', 'Weak Armor']",35,45,160,30,45,70,44.66697761085799,1,Medium Fast,1000000,False,45,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,8.8,210.0,2.7
96,Drowzee,Psychic,Psychic,"['Forewarn', 'Inner Focus', 'Insomnia']",60,48,45,43,90,42,16.888523387857866,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,32.4,32.4
97,Hypno,Psychic,Psychic,"['Forewarn', 'Inner Focus', 'Insomnia']",85,73,70,73,115,67,16.408839081421938,1,Medium Fast,1000000,True,75,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.6,75.6,29.5
98,Krabby,Water,Water,"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",30,105,90,25,25,50,32.06980234148976,1,Medium Fast,1000000,False,225,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,6.5,40.6
99,Kingler,Water,Water,"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",55,130,115,50,50,75,32.06980234148976,1,Medium Fast,1000000,True,60,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.3,60.0,35.5
100,Voltorb,Electric,Electric,"['Aftermath', 'Soundproof', 'Static']",40,30,50,55,55,100,21.9848432637882,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,10.4,41.6
101,Electrode,Electric,Electric,"['Aftermath', 'Soundproof', 'Static']",60,50,70,80,80,150,32.36081306491266,1,Medium Fast,1000000,True,60,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,66.6,46.3
102,Exeggcute,Grass,Psychic,"['Chlorophyll', 'Harvest']",60,40,80,60,45,40,14.264368973853074,1,Slow,1250000,False,90,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.4,2.5,15.6
103,Exeggutor,Grass,Psychic,"['Chlorophyll', 'Harvest']",95,95,85,125,75,55,21.34374745810949,1,Slow,1250000,True,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,120.0,30.0
103,Alolan Exeggutor,Grass,Dragon,"['Frisk', 'Harvest']",95,105,85,125,75,45,24.94438257849294,7,Slow,1250000,True,45,False,False,True,False,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,10.9,415.6,3.5
104,Cubone,Ground,Ground,"['Battle Armor', 'Lightning Rod', 'Rock Head']",50,50,95,40,50,35,19.507833184532707,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.4,6.5,40.6
105,Marowak,Ground,Ground,"['Battle Armor', 'Lightning Rod', 'Rock Head']",60,80,110,50,80,45,22.06367049145621,1,Medium Fast,1000000,True,75,False,False,False,False,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,45.0,45.0
105,Alolan Marowak,Fire,Ghost,"['Cursed Body', 'Rock Head']",60,80,110,50,80,45,22.06367049145621,7,Medium Fast,1000000,True,75,False,False,True,False,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,1.0,34.0,34.0
106,Hitmonlee,Fighting,Fighting,"['Limber', 'Reckless', 'Unburden']",50,120,53,35,110,87,31.88216150486385,1,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.5,49.8,22.1
107,Hitmonchan,Fighting,Fighting,"['Inner Focus', 'Iron Fist', 'Keen Eye']",50,105,79,35,110,76,26.965512954306817,1,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.4,50.2,25.6
108,Lickitung,Normal,Normal,"['Cloud Nine', 'Oblivious', 'Own Tempo']",90,55,75,60,75,30,19.02118701752221,1,Medium Fast,1000000,False,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.2,65.5,45.5
109,Koffing,Poison,Poison,"['Levitate', 'Neutralizing Gas', 'Stench']",40,65,95,60,45,35,20.13840995599095,1,Medium Fast,1000000,False,190,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.6,1.0,2.8
110,Weezing,Poison,Poison,"['Levitate', 'Neutralizing Gas', 'Stench']",65,90,120,85,70,60,20.13840995599095,1,Medium Fast,1000000,True,60,False,False,False,False,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.2,9.5,6.6
110,Galarian Weezing,Poison,Fairy,"['Levitate', 'Misty Surge', 'Neutralizing Gas']",65,90,120,85,70,60,20.13840995599095,8,Medium Fast,1000000,True,60,False,False,False,True,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.5,2.0,0.5,3.0,16.0,1.8
111,Rhyhorn,Ground,Rock,"['Lightning Rod', 'Reckless', 'Rock Head']",80,85,95,30,30,25,29.5451631687264,1,Slow,1250000,False,120,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,115.0,115.0
112,Rhydon,Ground,Rock,"['Lightning Rod', 'Reckless', 'Rock Head']",105,130,120,45,45,40,38.23356582318154,1,Slow,1250000,False,60,False,False,False,False,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.9,120.0,33.2
113,Chansey,Normal,Normal,"['Healer', 'Natural Cure', 'Serene Grace']",250,5,5,35,105,50,85.19585279421372,1,Fast,800000,False,30,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.1,34.6,28.6
114,Tangela,Grass,Grass,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",65,55,115,100,40,60,26.25991876098121,1,Medium Fast,1000000,False,45,False,False,False,False,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0
115,Kangaskhan,Normal,Normal,"['Early Bird', 'Inner Focus', 'Scrappy']",105,95,80,40,80,90,20.548046676563256,1,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.2,80.0,16.5
115,Mega Kangaskhan,Normal,Normal,['Parental Bond'],105,125,100,60,100,100,19.29306150465037,6,Medium Fast,1000000,True,45,False,True,False,False,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.2,100.0,20.7
116,Horsea,Water,Water,"['Damp', 'Sniper', 'Swift Swim']",30,40,70,70,25,60,18.35226295462104,1,Medium Fast,1000000,False,225,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4,8.0,50.0
117,Seadra,Water,Water,"['Damp', 'Poison Point', 'Sniper']",55,65,95,95,45,85,19.507833184532707,1,Medium Fast,1000000,False,75,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.2,25.0,17.4
118,Goldeen,Water,Water,"['Lightning Rod', 'Swift Swim', 'Water Veil']",45,67,60,35,50,63,11.115554667022044,1,Medium Fast,1000000,False,225,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,15.0,41.7
119,Seaking,Water,Water,"['Lightning Rod', 'Swift Swim', 'Water Veil']",80,92,65,65,80,68,9.899494936611664,1,Medium Fast,1000000,True,60,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.3,39.0,23.1
120,Staryu,Water,Water,"['Analytic', 'Illuminate', 'Natural Cure']",30,45,55,70,55,85,17.480147469502526,1,Slow,1250000,False,225,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,34.5,53.9
121,Starmie,Water,Psychic,"['Analytic', 'Illuminate', 'Natural Cure']",60,75,85,100,85,115,17.480147469502526,1,Slow,1250000,True,60,False,False,False,False,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,1.1,80.0,66.1
122,Mr. Mime,Psychic,Fairy,"['Filter', 'Soundproof', 'Technician']",40,45,65,100,120,90,29.1070819942883,1,Medium Fast,1000000,True,45,False,False,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.3,54.5,32.2
122,Galarian Mr. Mime,Ice,Psychic,"['Ice Body', 'Screen Cleaner', 'Vital Spirit']",50,65,65,90,90,100,17.716909687891082,8,Medium Fast,1000000,False,45,False,False,False,True,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.4,56.8,29.0
123,Scyther,Bug,Flying,"['Steadfast', 'Swarm', 'Technician']",70,110,80,55,80,105,19.075871903766,1,Medium Fast,1000000,False,45,False,False,False,False,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.5,56.0,24.9
124,Jynx,Ice,Psychic,"['Dry Skin', 'Forewarn', 'Oblivious']",65,50,35,115,95,95,28.050054466178054,1,Medium Fast,1000000,True,45,False,False,False,False,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.4,40.6,20.7
125,Electabuzz,Electric,Electric,"['Static', 'Vital Spirit']",65,83,57,95,85,105,16.438437341250605,1,Medium Fast,1000000,False,45,False,False,False,False,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.1,30.0,24.8
126,Magmar,Fire,Fire,"['Flame Body', 'Vital Spirit']",65,95,57,100,85,93,15.997395621371206,1,Medium Fast,1000000,False,45,False,False,False,False,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.3,44.5,26.3
